GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2021
" ""47079""","Henry, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1408240
" ""47081""","Hickman, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,449498
" ""47081""","Hickman, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,119.868
" ""47081""","Hickman, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,572795
" ""47083""","Houston, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,133044
" ""47083""","Houston, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,103.753
" ""47083""","Houston, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,169910
" ""47085""","Humphreys, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,652356
" ""47085""","Humphreys, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,86.772
" ""47085""","Humphreys, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,824761
" ""47087""","Jackson, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,204449
" ""47087""","Jackson, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,112.281
" ""47087""","Jackson, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,241454
" ""47089""","Jefferson, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1609494
" ""47089""","Jefferson, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,133.521
" ""47089""","Jefferson, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2001402
" ""47091""","Johnson, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,383453
" ""47091""","Johnson, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,110.487
" ""47091""","Johnson, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,490262
" ""47093""","Knox, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,26715767
" ""47093""","Knox, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,123.465
" ""47093""","Knox, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,32116447
" ""47095""","Lake, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,129616
" ""47095""","Lake, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,94.334
" ""47095""","Lake, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,165055
" ""47097""","Lauderdale, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,647920
" ""47097""","Lauderdale, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,112.921
" ""47097""","Lauderdale, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,836814
" ""47099""","Lawrence, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1009309
" ""47099""","Lawrence, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,107.448
" ""47099""","Lawrence, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1224658
" ""47101""","Lewis, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,284072
" ""47101""","Lewis, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,132.476
" ""47101""","Lewis, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,355406
" ""47103""","Lincoln, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1030023
" ""47103""","Lincoln, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,122.605
" ""47103""","Lincoln, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1269030
" ""47105""","Loudon, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,2003727
" ""47105""","Loudon, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,141.644
" ""47105""","Loudon, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2482225
" ""47107""","McMinn, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,2015158
" ""47107""","McMinn, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,115.185
" ""47107""","McMinn, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2361915
" ""47109""","McNairy, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,518086
" ""47109""","McNairy, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,95.599
" ""47109""","McNairy, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,622630
" ""47111""","Macon, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,499446
" ""47111""","Macon, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,104.59
" ""47111""","Macon, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,608970
" ""47113""","Madison, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,5785232
" ""47113""","Madison, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,115.138
" ""47113""","Madison, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,6998522
" ""47115""","Marion, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,731395
" ""47115""","Marion, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,106.841
" ""47115""","Marion, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,919470
" ""47117""","Marshall, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1246491
" ""47117""","Marshall, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,168.913
" ""47117""","Marshall, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1394212
" ""47119""","Maury, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,4159877
" ""47119""","Maury, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,155.968
" ""47119""","Maury, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,4866176
" ""47121""","Meigs, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,245341
" ""47121""","Meigs, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,131.255
" ""47121""","Meigs, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,296179
" ""47123""","Monroe, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1407174
" ""47123""","Monroe, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,119.541
" ""47123""","Monroe, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1695210
" ""47125""","Montgomery, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,5474967
" ""47125""","Montgomery, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,119.04
" ""47125""","Montgomery, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,6748630
" ""47127""","Moore, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,557176
" ""47127""","Moore, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,323.813
" ""47127""","Moore, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,642019
" ""47129""","Morgan, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,305362
" ""47129""","Morgan, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,101.457
" ""47129""","Morgan, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,378482
" ""47131""","Obion, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1196155
" ""47131""","Obion, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,125.79
" ""47131""","Obion, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1460883
" ""47133""","Overton, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,514096
" ""47133""","Overton, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,116.337
" ""47133""","Overton, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,635657
" ""47135""","Perry, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,155460
" ""47135""","Perry, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,103.172
" ""47135""","Perry, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,195320
" ""47137""","Pickett, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,136179
" ""47137""","Pickett, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,138.378
" ""47137""","Pickett, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,168751
" ""47139""","Polk, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,283066
" ""47139""","Polk, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,100.242
" ""47139""","Polk, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,342944
" ""47141""","Putnam, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,3400047
" ""47141""","Putnam, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,119.555
" ""47141""","Putnam, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,4161053
" ""47143""","Rhea, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1435059
" ""47143""","Rhea, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,116.077
" ""47143""","Rhea, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1798730
" ""47145""","Roane, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,2455931
" ""47145""","Roane, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,116.197
" ""47145""","Roane, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2935824
" ""47147""","Robertson, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,2410537
" ""47147""","Robertson, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,121.74
" ""47147""","Robertson, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2883446
" ""47149""","Rutherford, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,17034477
" ""47149""","Rutherford, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,156.498
" ""47149""","Rutherford, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,20049270
" ""47151""","Scott, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,550121
" ""47151""","Scott, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,127.685
" ""47151""","Scott, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,578153
" ""47153""","Sequatchie, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,285844
" ""47153""","Sequatchie, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,124.691
" ""47153""","Sequatchie, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,347843
" ""47155""","Sevier, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,4171457
" ""47155""","Sevier, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,130.746
" ""47155""","Sevier, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,5274873
" ""47157""","Shelby, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,58568444
" ""47157""","Shelby, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,106.395
" ""47157""","Shelby, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,72396291
" ""47159""","Smith, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,692392
" ""47159""","Smith, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,121.658
" ""47159""","Smith, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,800063
" ""47161""","Stewart, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,683453
" ""47161""","Stewart, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,77.932
" ""47161""","Stewart, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,863361
" ""47163""","Sullivan, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,7188703
" ""47163""","Sullivan, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,97.802
" ""47163""","Sullivan, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,8976056
" ""47165""","Sumner, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,6669071
" ""47165""","Sumner, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,133.296
" ""47165""","Sumner, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,8132559
" ""47167""","Tipton, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1179701
" ""47167""","Tipton, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,118.342
" ""47167""","Tipton, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1469140
" ""47169""","Trousdale, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,175791
" ""47169""","Trousdale, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,122.836
" ""47169""","Trousdale, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,220340
" ""47171""","Unicoi, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,518809
" ""47171""","Unicoi, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,92.248
" ""47171""","Unicoi, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,652475
" ""47173""","Union, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,301799
" ""47173""","Union, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,94.009
" ""47173""","Union, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,399452
" ""47175""","Van Buren, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,94900
" ""47175""","Van Buren, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,99.915
" ""47175""","Van Buren, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,117867
" ""47177""","Warren, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1313986
" ""47177""","Warren, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,108.678
" ""47177""","Warren, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1553904
" ""47179""","Washington, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,6021999
" ""47179""","Washington, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,119.109
" ""47179""","Washington, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,7352530
" ""47181""","Wayne, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,305805
" ""47181""","Wayne, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,106.115
" ""47181""","Wayne, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,391831
